Processing problem size: 100
Please wait, computing 10000 TSP100 instances...
[1/10000] Instance: TSP100_0, dim: 100, BKS: 7.4015, NN cost: 9.1535, GAP: 23.6711%
[5346/10000] Instance: TSP100_5345, dim: 100, BKS: 7.9768, NN cost: 10.0377, GAP: 25.8353%
[5347/10000] Instance: TSP100_5346, dim: 100, BKS: 7.8856, NN cost: 10.0383, GAP: 27.3002%
[5348/10000] Instance: TSP100_5347, dim: 100, BKS: 8.0685, NN cost: 9.8685, GAP: 22.3098%
[5349/10000] Instance: TSP100_5348, dim: 100, BKS: 7.2539, NN cost: 9.5664, GAP: 31.8793%
[5350/10000] Instance: TSP100_5349, dim: 100, BKS: 7.9314, NN cost: 9.5403, GAP: 20.2848%
[5351/10000] Instance: TSP100_5350, dim: 100, BKS: 7.7849, NN cost: 9.7599, GAP: 25.3686%
[5352/10000] Instance: TSP100_5351, dim: 100, BKS: 7.9199, NN cost: 10.2137, GAP: 28.9622%
[5353/10000] Instance: TSP100_5352, dim: 100, BKS: 7.8433, NN cost: 9.1589, GAP: 16.7742%
[5354/10000] Instance: TSP100_5353, dim: 100, BKS: 7.8661, NN cost: 9.4869, GAP: 20.6056%
[5355/10000] Instance: TSP100_5354, dim: 100, BKS: 7.4132, NN cost: 8.9756, GAP: 21.0754%
[5356/10000] Instance: TSP100_5355, dim: 100, BKS: 7.7881, NN cost: 9.9745, GAP: 28.0738%
[5357/10000] Instance: TSP100_5356, dim: 100, BKS: 7.8950, NN cost: 9.5717, GAP: 21.2368%
[5358/10000] Instance: TSP100_5357, dim: 100, BKS: 7.9080, NN cost: 10.1742, GAP: 28.6576%
[5359/10000] Instance: TSP100_5358, dim: 100, BKS: 7.4522, NN cost: 9.5936, GAP: 28.7337%
[5360/10000] Instance: TSP100_5359, dim: 100, BKS: 7.6946, NN cost: 9.5650, GAP: 24.3068%
[5361/10000] Instance: TSP100_5360, dim: 100, BKS: 7.9197, NN cost: 9.9440, GAP: 25.5601%
[5362/10000] Instance: TSP100_5361, dim: 100, BKS: 8.0681, NN cost: 10.4384, GAP: 29.3774%
[5363/10000] Instance: TSP100_5362, dim: 100, BKS: 7.8675, NN cost: 9.2713, GAP: 17.8434%
[5364/10000] Instance: TSP100_5363, dim: 100, BKS: 7.3676, NN cost: 9.3012, GAP: 26.2444%
[5365/10000] Instance: TSP100_5364, dim: 100, BKS: 7.4781, NN cost: 8.7729, GAP: 17.3152%
[5366/10000] Instance: TSP100_5365, dim: 100, BKS: 7.8078, NN cost: 9.7876, GAP: 25.3566%
[5367/10000] Instance: TSP100_5366, dim: 100, BKS: 7.9046, NN cost: 8.9241, GAP: 12.8972%
[5368/10000] Instance: TSP100_5367, dim: 100, BKS: 7.6551, NN cost: 8.8557, GAP: 15.6828%
[5369/10000] Instance: TSP100_5368, dim: 100, BKS: 7.7017, NN cost: 9.5827, GAP: 24.4230%
[5370/10000] Instance: TSP100_5369, dim: 100, BKS: 7.4347, NN cost: 10.0131, GAP: 34.6801%
[5371/10000] Instance: TSP100_5370, dim: 100, BKS: 7.6049, NN cost: 9.1411, GAP: 20.1991%
[5372/10000] Instance: TSP100_5371, dim: 100, BKS: 7.5750, NN cost: 9.6394, GAP: 27.2528%
[5373/10000] Instance: TSP100_5372, dim: 100, BKS: 7.7320, NN cost: 9.2627, GAP: 19.7977%
[5374/10000] Instance: TSP100_5373, dim: 100, BKS: 8.2314, NN cost: 10.4458, GAP: 26.9021%
[5375/10000] Instance: TSP100_5374, dim: 100, BKS: 8.0186, NN cost: 9.8835, GAP: 23.2570%
[5376/10000] Instance: TSP100_5375, dim: 100, BKS: 7.6441, NN cost: 10.0362, GAP: 31.2946%
[5377/10000] Instance: TSP100_5376, dim: 100, BKS: 7.6965, NN cost: 9.9498, GAP: 29.2769%
[5378/10000] Instance: TSP100_5377, dim: 100, BKS: 7.6749, NN cost: 9.9803, GAP: 30.0382%
[5379/10000] Instance: TSP100_5378, dim: 100, BKS: 7.9431, NN cost: 10.1920, GAP: 28.3137%
[5380/10000] Instance: TSP100_5379, dim: 100, BKS: 7.7539, NN cost: 9.6998, GAP: 25.0961%
[5381/10000] Instance: TSP100_5380, dim: 100, BKS: 7.3865, NN cost: 8.1663, GAP: 10.5571%
[5382/10000] Instance: TSP100_5381, dim: 100, BKS: 7.6529, NN cost: 9.9420, GAP: 29.9119%
[5383/10000] Instance: TSP100_5382, dim: 100, BKS: 8.2317, NN cost: 10.8936, GAP: 32.3370%
[5384/10000] Instance: TSP100_5383, dim: 100, BKS: 8.0588, NN cost: 10.2454, GAP: 27.1337%
[5385/10000] Instance: TSP100_5384, dim: 100, BKS: 7.7377, NN cost: 9.3306, GAP: 20.5864%
[5386/10000] Instance: TSP100_5385, dim: 100, BKS: 7.7894, NN cost: 8.9443, GAP: 14.8253%
[5387/10000] Instance: TSP100_5386, dim: 100, BKS: 7.9970, NN cost: 9.7624, GAP: 22.0763%
[5388/10000] Instance: TSP100_5387, dim: 100, BKS: 7.6143, NN cost: 8.4377, GAP: 10.8146%
[5389/10000] Instance: TSP100_5388, dim: 100, BKS: 7.7597, NN cost: 8.8934, GAP: 14.6093%
[5390/10000] Instance: TSP100_5389, dim: 100, BKS: 7.8797, NN cost: 10.2425, GAP: 29.9865%
[5391/10000] Instance: TSP100_5390, dim: 100, BKS: 7.7898, NN cost: 9.5289, GAP: 22.3259%
[5392/10000] Instance: TSP100_5391, dim: 100, BKS: 7.7766, NN cost: 10.6053, GAP: 36.3750%
[5393/10000] Instance: TSP100_5392, dim: 100, BKS: 7.9234, NN cost: 9.6395, GAP: 21.6592%
[5394/10000] Instance: TSP100_5393, dim: 100, BKS: 8.4990, NN cost: 9.9546, GAP: 17.1267%
[5395/10000] Instance: TSP100_5394, dim: 100, BKS: 7.6732, NN cost: 8.9032, GAP: 16.0299%
[5396/10000] Instance: TSP100_5395, dim: 100, BKS: 7.4505, NN cost: 9.7532, GAP: 30.9060%
[5397/10000] Instance: TSP100_5396, dim: 100, BKS: 7.8733, NN cost: 9.3111, GAP: 18.2618%
[5398/10000] Instance: TSP100_5397, dim: 100, BKS: 8.0588, NN cost: 10.5815, GAP: 31.3038%
[5399/10000] Instance: TSP100_5398, dim: 100, BKS: 7.8892, NN cost: 9.1398, GAP: 15.8518%
[5400/10000] Instance: TSP100_5399, dim: 100, BKS: 7.8448, NN cost: 9.6469, GAP: 22.9714%
[5401/10000] Instance: TSP100_5400, dim: 100, BKS: 7.8694, NN cost: 8.9676, GAP: 13.9550%
[5402/10000] Instance: TSP100_5401, dim: 100, BKS: 7.3329, NN cost: 8.1484, GAP: 11.1210%
[5403/10000] Instance: TSP100_5402, dim: 100, BKS: 7.9302, NN cost: 9.9253, GAP: 25.1584%
[5404/10000] Instance: TSP100_5403, dim: 100, BKS: 7.8746, NN cost: 10.5611, GAP: 34.1159%
[5405/10000] Instance: TSP100_5404, dim: 100, BKS: 8.1672, NN cost: 11.1524, GAP: 36.5518%
[5406/10000] Instance: TSP100_5405, dim: 100, BKS: 8.0665, NN cost: 9.4058, GAP: 16.6040%
[5407/10000] Instance: TSP100_5406, dim: 100, BKS: 7.9012, NN cost: 9.9138, GAP: 25.4726%
[5408/10000] Instance: TSP100_5407, dim: 100, BKS: 7.9860, NN cost: 9.4654, GAP: 18.5249%
[5409/10000] Instance: TSP100_5408, dim: 100, BKS: 7.8529, NN cost: 9.4634, GAP: 20.5078%
[5410/10000] Instance: TSP100_5409, dim: 100, BKS: 7.9623, NN cost: 9.4918, GAP: 19.2095%
[5411/10000] Instance: TSP100_5410, dim: 100, BKS: 7.8194, NN cost: 9.3415, GAP: 19.4660%
[5412/10000] Instance: TSP100_5411, dim: 100, BKS: 8.0124, NN cost: 9.0213, GAP: 12.5919%
[5413/10000] Instance: TSP100_5412, dim: 100, BKS: 7.5385, NN cost: 9.6806, GAP: 28.4157%
[5414/10000] Instance: TSP100_5413, dim: 100, BKS: 7.7505, NN cost: 9.3568, GAP: 20.7256%
[5415/10000] Instance: TSP100_5414, dim: 100, BKS: 7.9183, NN cost: 9.0233, GAP: 13.9545%
[5416/10000] Instance: TSP100_5415, dim: 100, BKS: 7.7730, NN cost: 9.1629, GAP: 17.8811%
[5417/10000] Instance: TSP100_5416, dim: 100, BKS: 8.3089, NN cost: 9.9074, GAP: 19.2396%
[5418/10000] Instance: TSP100_5417, dim: 100, BKS: 7.6269, NN cost: 9.4028, GAP: 23.2847%
[5419/10000] Instance: TSP100_5418, dim: 100, BKS: 7.7652, NN cost: 9.7660, GAP: 25.7659%
[5420/10000] Instance: TSP100_5419, dim: 100, BKS: 7.6710, NN cost: 8.9204, GAP: 16.2877%
[5421/10000] Instance: TSP100_5420, dim: 100, BKS: 7.8833, NN cost: 9.7178, GAP: 23.2716%
[5422/10000] Instance: TSP100_5421, dim: 100, BKS: 8.0215, NN cost: 10.0066, GAP: 24.7464%
[5423/10000] Instance: TSP100_5422, dim: 100, BKS: 7.7202, NN cost: 9.1307, GAP: 18.2704%
[5424/10000] Instance: TSP100_5423, dim: 100, BKS: 7.3477, NN cost: 9.0397, GAP: 23.0280%
[5425/10000] Instance: TSP100_5424, dim: 100, BKS: 7.7071, NN cost: 9.3036, GAP: 20.7137%
[5426/10000] Instance: TSP100_5425, dim: 100, BKS: 7.8646, NN cost: 9.1536, GAP: 16.3901%
[5427/10000] Instance: TSP100_5426, dim: 100, BKS: 8.1422, NN cost: 9.0915, GAP: 11.6589%
[5428/10000] Instance: TSP100_5427, dim: 100, BKS: 7.8871, NN cost: 9.8254, GAP: 24.5749%
[5429/10000] Instance: TSP100_5428, dim: 100, BKS: 7.7425, NN cost: 9.4982, GAP: 22.6766%
[5430/10000] Instance: TSP100_5429, dim: 100, BKS: 7.1924, NN cost: 8.8599, GAP: 23.1848%
[5431/10000] Instance: TSP100_5430, dim: 100, BKS: 7.7505, NN cost: 9.8660, GAP: 27.2949%
[5432/10000] Instance: TSP100_5431, dim: 100, BKS: 7.4174, NN cost: 9.1712, GAP: 23.6444%
[5433/10000] Instance: TSP100_5432, dim: 100, BKS: 7.6794, NN cost: 8.8385, GAP: 15.0935%
[5434/10000] Instance: TSP100_5433, dim: 100, BKS: 7.7187, NN cost: 9.8141, GAP: 27.1462%
[5435/10000] Instance: TSP100_5434, dim: 100, BKS: 7.5475, NN cost: 9.0060, GAP: 19.3236%
[5436/10000] Instance: TSP100_5435, dim: 100, BKS: 8.0395, NN cost: 10.3030, GAP: 28.1544%
[5437/10000] Instance: TSP100_5436, dim: 100, BKS: 7.8614, NN cost: 9.7975, GAP: 24.6270%
[5438/10000] Instance: TSP100_5437, dim: 100, BKS: 8.2507, NN cost: 10.2213, GAP: 23.8848%
[5439/10000] Instance: TSP100_5438, dim: 100, BKS: 8.0444, NN cost: 9.8846, GAP: 22.8755%
[5440/10000] Instance: TSP100_5439, dim: 100, BKS: 7.6779, NN cost: 9.6036, GAP: 25.0808%
[5441/10000] Instance: TSP100_5440, dim: 100, BKS: 7.5823, NN cost: 9.3957, GAP: 23.9171%
[5442/10000] Instance: TSP100_5441, dim: 100, BKS: 8.2688, NN cost: 10.6458, GAP: 28.7477%
[5443/10000] Instance: TSP100_5442, dim: 100, BKS: 7.9560, NN cost: 10.3336, GAP: 29.8847%
[5444/10000] Instance: TSP100_5443, dim: 100, BKS: 7.7948, NN cost: 10.2028, GAP: 30.8917%
[5445/10000] Instance: TSP100_5444, dim: 100, BKS: 7.5894, NN cost: 8.9372, GAP: 17.7587%
[5446/10000] Instance: TSP100_5445, dim: 100, BKS: 7.4130, NN cost: 9.7693, GAP: 31.7859%
[5447/10000] Instance: TSP100_5446, dim: 100, BKS: 7.8286, NN cost: 10.6163, GAP: 35.6090%
[5448/10000] Instance: TSP100_5447, dim: 100, BKS: 7.4039, NN cost: 10.1674, GAP: 37.3250%
[5449/10000] Instance: TSP100_5448, dim: 100, BKS: 7.8312, NN cost: 8.8775, GAP: 13.3606%
[5450/10000] Instance: TSP100_5449, dim: 100, BKS: 7.5610, NN cost: 10.7022, GAP: 41.5451%
[5451/10000] Instance: TSP100_5450, dim: 100, BKS: 7.7155, NN cost: 9.7833, GAP: 26.8013%
[5452/10000] Instance: TSP100_5451, dim: 100, BKS: 7.7635, NN cost: 9.7993, GAP: 26.2235%
[5453/10000] Instance: TSP100_5452, dim: 100, BKS: 8.1263, NN cost: 9.5867, GAP: 17.9712%
[5454/10000] Instance: TSP100_5453, dim: 100, BKS: 8.2154, NN cost: 9.6468, GAP: 17.4230%
[5455/10000] Instance: TSP100_5454, dim: 100, BKS: 7.7069, NN cost: 10.3666, GAP: 34.5104%
[5456/10000] Instance: TSP100_5455, dim: 100, BKS: 7.7607, NN cost: 10.1892, GAP: 31.2931%
[5457/10000] Instance: TSP100_5456, dim: 100, BKS: 7.6898, NN cost: 9.0067, GAP: 17.1252%
[5458/10000] Instance: TSP100_5457, dim: 100, BKS: 7.5574, NN cost: 8.7292, GAP: 15.5054%
[5459/10000] Instance: TSP100_5458, dim: 100, BKS: 7.6090, NN cost: 9.5711, GAP: 25.7858%
[5460/10000] Instance: TSP100_5459, dim: 100, BKS: 7.5252, NN cost: 8.9915, GAP: 19.4852%
[5461/10000] Instance: TSP100_5460, dim: 100, BKS: 7.7592, NN cost: 9.0493, GAP: 16.6263%
[5462/10000] Instance: TSP100_5461, dim: 100, BKS: 7.8456, NN cost: 10.0663, GAP: 28.3048%
[5463/10000] Instance: TSP100_5462, dim: 100, BKS: 8.2136, NN cost: 10.2481, GAP: 24.7704%
[5464/10000] Instance: TSP100_5463, dim: 100, BKS: 8.1701, NN cost: 10.1271, GAP: 23.9532%
[5465/10000] Instance: TSP100_5464, dim: 100, BKS: 7.6205, NN cost: 9.1955, GAP: 20.6688%
[5466/10000] Instance: TSP100_5465, dim: 100, BKS: 7.8815, NN cost: 10.3935, GAP: 31.8717%
[5467/10000] Instance: TSP100_5466, dim: 100, BKS: 8.0063, NN cost: 10.9582, GAP: 36.8689%
[5468/10000] Instance: TSP100_5467, dim: 100, BKS: 7.6510, NN cost: 10.4889, GAP: 37.0929%
[5469/10000] Instance: TSP100_5468, dim: 100, BKS: 7.6675, NN cost: 8.9940, GAP: 17.2999%
[5470/10000] Instance: TSP100_5469, dim: 100, BKS: 7.9630, NN cost: 9.7764, GAP: 22.7717%
[5471/10000] Instance: TSP100_5470, dim: 100, BKS: 7.5392, NN cost: 10.0902, GAP: 33.8370%
[5472/10000] Instance: TSP100_5471, dim: 100, BKS: 7.9833, NN cost: 10.6249, GAP: 33.0894%
[5473/10000] Instance: TSP100_5472, dim: 100, BKS: 7.5577, NN cost: 8.9686, GAP: 18.6687%
[5474/10000] Instance: TSP100_5473, dim: 100, BKS: 7.7423, NN cost: 9.7974, GAP: 26.5435%
[5475/10000] Instance: TSP100_5474, dim: 100, BKS: 8.1841, NN cost: 10.0362, GAP: 22.6296%
[5476/10000] Instance: TSP100_5475, dim: 100, BKS: 7.3191, NN cost: 9.2443, GAP: 26.3042%
[5477/10000] Instance: TSP100_5476, dim: 100, BKS: 7.6561, NN cost: 9.4342, GAP: 23.2254%
[5478/10000] Instance: TSP100_5477, dim: 100, BKS: 8.0460, NN cost: 10.4677, GAP: 30.0981%
[5479/10000] Instance: TSP100_5478, dim: 100, BKS: 7.6629, NN cost: 8.4024, GAP: 9.6508%
[5480/10000] Instance: TSP100_5479, dim: 100, BKS: 7.4923, NN cost: 8.9506, GAP: 19.4630%
[5481/10000] Instance: TSP100_5480, dim: 100, BKS: 8.0360, NN cost: 9.3798, GAP: 16.7226%
[5482/10000] Instance: TSP100_5481, dim: 100, BKS: 7.8910, NN cost: 9.6577, GAP: 22.3896%
[5483/10000] Instance: TSP100_5482, dim: 100, BKS: 8.1491, NN cost: 10.3292, GAP: 26.7516%
[5484/10000] Instance: TSP100_5483, dim: 100, BKS: 7.6517, NN cost: 8.8765, GAP: 16.0060%
[5485/10000] Instance: TSP100_5484, dim: 100, BKS: 8.0219, NN cost: 10.1254, GAP: 26.2226%
[5486/10000] Instance: TSP100_5485, dim: 100, BKS: 7.3711, NN cost: 9.1518, GAP: 24.1566%
[5487/10000] Instance: TSP100_5486, dim: 100, BKS: 7.6672, NN cost: 9.0437, GAP: 17.9524%
[5488/10000] Instance: TSP100_5487, dim: 100, BKS: 7.8440, NN cost: 9.1427, GAP: 16.5568%
[5489/10000] Instance: TSP100_5488, dim: 100, BKS: 7.9732, NN cost: 9.2826, GAP: 16.4224%
[5490/10000] Instance: TSP100_5489, dim: 100, BKS: 7.7802, NN cost: 9.9385, GAP: 27.7411%
[5491/10000] Instance: TSP100_5490, dim: 100, BKS: 7.5503, NN cost: 8.9124, GAP: 18.0401%
[5492/10000] Instance: TSP100_5491, dim: 100, BKS: 7.8584, NN cost: 10.5482, GAP: 34.2284%
[5493/10000] Instance: TSP100_5492, dim: 100, BKS: 7.8614, NN cost: 9.5553, GAP: 21.5470%
[5494/10000] Instance: TSP100_5493, dim: 100, BKS: 7.8665, NN cost: 9.9095, GAP: 25.9707%
[5495/10000] Instance: TSP100_5494, dim: 100, BKS: 7.8779, NN cost: 9.5762, GAP: 21.5573%
[5496/10000] Instance: TSP100_5495, dim: 100, BKS: 7.5175, NN cost: 9.9252, GAP: 32.0284%
[5497/10000] Instance: TSP100_5496, dim: 100, BKS: 7.4043, NN cost: 9.1972, GAP: 24.2157%
[5498/10000] Instance: TSP100_5497, dim: 100, BKS: 7.8035, NN cost: 10.0687, GAP: 29.0283%
[5499/10000] Instance: TSP100_5498, dim: 100, BKS: 8.0620, NN cost: 10.2986, GAP: 27.7424%
[5500/10000] Instance: TSP100_5499, dim: 100, BKS: 7.5748, NN cost: 9.5150, GAP: 25.6153%
[5501/10000] Instance: TSP100_5500, dim: 100, BKS: 7.6739, NN cost: 10.2027, GAP: 32.9531%
[5502/10000] Instance: TSP100_5501, dim: 100, BKS: 7.7498, NN cost: 9.8507, GAP: 27.1084%
[5503/10000] Instance: TSP100_5502, dim: 100, BKS: 7.8405, NN cost: 9.0394, GAP: 15.2903%
[5504/10000] Instance: TSP100_5503, dim: 100, BKS: 7.4777, NN cost: 9.2068, GAP: 23.1231%
[5505/10000] Instance: TSP100_5504, dim: 100, BKS: 7.6617, NN cost: 9.2550, GAP: 20.7950%
[5506/10000] Instance: TSP100_5505, dim: 100, BKS: 7.5718, NN cost: 9.5813, GAP: 26.5388%
[5507/10000] Instance: TSP100_5506, dim: 100, BKS: 7.4421, NN cost: 10.0098, GAP: 34.5030%
[5508/10000] Instance: TSP100_5507, dim: 100, BKS: 7.8612, NN cost: 9.6832, GAP: 23.1776%
[5509/10000] Instance: TSP100_5508, dim: 100, BKS: 7.8262, NN cost: 9.0518, GAP: 15.6601%
[5510/10000] Instance: TSP100_5509, dim: 100, BKS: 7.8419, NN cost: 9.5848, GAP: 22.2249%
[5511/10000] Instance: TSP100_5510, dim: 100, BKS: 7.8747, NN cost: 9.6896, GAP: 23.0468%
[5512/10000] Instance: TSP100_5511, dim: 100, BKS: 7.7420, NN cost: 10.3116, GAP: 33.1902%
[5513/10000] Instance: TSP100_5512, dim: 100, BKS: 7.8326, NN cost: 10.0633, GAP: 28.4802%
[5514/10000] Instance: TSP100_5513, dim: 100, BKS: 7.8991, NN cost: 9.5932, GAP: 21.4473%
[5515/10000] Instance: TSP100_5514, dim: 100, BKS: 7.7233, NN cost: 9.7468, GAP: 26.2000%
[5516/10000] Instance: TSP100_5515, dim: 100, BKS: 7.9412, NN cost: 10.4729, GAP: 31.8813%
[5517/10000] Instance: TSP100_5516, dim: 100, BKS: 7.9973, NN cost: 10.1318, GAP: 26.6909%
[5518/10000] Instance: TSP100_5517, dim: 100, BKS: 7.5078, NN cost: 9.0930, GAP: 21.1151%
[5519/10000] Instance: TSP100_5518, dim: 100, BKS: 7.5256, NN cost: 9.5611, GAP: 27.0471%
[5520/10000] Instance: TSP100_5519, dim: 100, BKS: 7.7117, NN cost: 10.0784, GAP: 30.6908%
[5521/10000] Instance: TSP100_5520, dim: 100, BKS: 7.2643, NN cost: 8.5835, GAP: 18.1608%
[5522/10000] Instance: TSP100_5521, dim: 100, BKS: 7.4955, NN cost: 9.2324, GAP: 23.1727%
[5523/10000] Instance: TSP100_5522, dim: 100, BKS: 7.6788, NN cost: 9.3720, GAP: 22.0500%
[5524/10000] Instance: TSP100_5523, dim: 100, BKS: 8.0892, NN cost: 10.1670, GAP: 25.6856%
[5525/10000] Instance: TSP100_5524, dim: 100, BKS: 8.0273, NN cost: 10.0646, GAP: 25.3800%
[5526/10000] Instance: TSP100_5525, dim: 100, BKS: 7.7297, NN cost: 9.8872, GAP: 27.9116%
[5527/10000] Instance: TSP100_5526, dim: 100, BKS: 7.7242, NN cost: 9.7240, GAP: 25.8907%
[5528/10000] Instance: TSP100_5527, dim: 100, BKS: 7.7898, NN cost: 10.1398, GAP: 30.1686%
[5529/10000] Instance: TSP100_5528, dim: 100, BKS: 7.8859, NN cost: 9.9389, GAP: 26.0340%
[5530/10000] Instance: TSP100_5529, dim: 100, BKS: 7.4747, NN cost: 9.5664, GAP: 27.9838%
[5531/10000] Instance: TSP100_5530, dim: 100, BKS: 7.5144, NN cost: 9.3101, GAP: 23.8970%
[5532/10000] Instance: TSP100_5531, dim: 100, BKS: 7.8332, NN cost: 9.4141, GAP: 20.1826%
[5533/10000] Instance: TSP100_5532, dim: 100, BKS: 7.4531, NN cost: 9.2011, GAP: 23.4534%
[5534/10000] Instance: TSP100_5533, dim: 100, BKS: 8.3031, NN cost: 10.5925, GAP: 27.5725%
[5535/10000] Instance: TSP100_5534, dim: 100, BKS: 7.9161, NN cost: 10.3745, GAP: 31.0555%
[5536/10000] Instance: TSP100_5535, dim: 100, BKS: 7.9767, NN cost: 9.6598, GAP: 21.0993%
[5537/10000] Instance: TSP100_5536, dim: 100, BKS: 8.0812, NN cost: 9.4175, GAP: 16.5362%
[5538/10000] Instance: TSP100_5537, dim: 100, BKS: 7.7817, NN cost: 9.8089, GAP: 26.0516%
[5539/10000] Instance: TSP100_5538, dim: 100, BKS: 8.0554, NN cost: 9.8837, GAP: 22.6963%
[5540/10000] Instance: TSP100_5539, dim: 100, BKS: 7.8243, NN cost: 9.2007, GAP: 17.5911%
[5541/10000] Instance: TSP100_5540, dim: 100, BKS: 7.7359, NN cost: 10.0839, GAP: 30.3525%
[5542/10000] Instance: TSP100_5541, dim: 100, BKS: 7.9389, NN cost: 9.7416, GAP: 22.7066%
[5543/10000] Instance: TSP100_5542, dim: 100, BKS: 7.9245, NN cost: 10.0910, GAP: 27.3391%
[5544/10000] Instance: TSP100_5543, dim: 100, BKS: 7.7457, NN cost: 9.1019, GAP: 17.5087%
[5545/10000] Instance: TSP100_5544, dim: 100, BKS: 7.8131, NN cost: 9.5897, GAP: 22.7394%
[5546/10000] Instance: TSP100_5545, dim: 100, BKS: 7.7954, NN cost: 9.9046, GAP: 27.0564%
[5547/10000] Instance: TSP100_5546, dim: 100, BKS: 7.8048, NN cost: 9.9946, GAP: 28.0563%
[5548/10000] Instance: TSP100_5547, dim: 100, BKS: 7.8075, NN cost: 10.5589, GAP: 35.2406%
[5549/10000] Instance: TSP100_5548, dim: 100, BKS: 7.6091, NN cost: 9.4702, GAP: 24.4587%
[5550/10000] Instance: TSP100_5549, dim: 100, BKS: 7.5795, NN cost: 8.8320, GAP: 16.5248%
[5551/10000] Instance: TSP100_5550, dim: 100, BKS: 7.4667, NN cost: 9.0100, GAP: 20.6694%
[5552/10000] Instance: TSP100_5551, dim: 100, BKS: 8.0283, NN cost: 10.2775, GAP: 28.0166%
[5553/10000] Instance: TSP100_5552, dim: 100, BKS: 7.8921, NN cost: 10.2990, GAP: 30.4973%
[5554/10000] Instance: TSP100_5553, dim: 100, BKS: 7.6415, NN cost: 9.7937, GAP: 28.1648%
[5555/10000] Instance: TSP100_5554, dim: 100, BKS: 7.5106, NN cost: 8.7801, GAP: 16.9022%
[5556/10000] Instance: TSP100_5555, dim: 100, BKS: 7.2987, NN cost: 8.8804, GAP: 21.6718%
[5557/10000] Instance: TSP100_5556, dim: 100, BKS: 7.5239, NN cost: 9.3557, GAP: 24.3461%
[5558/10000] Instance: TSP100_5557, dim: 100, BKS: 7.8987, NN cost: 9.4708, GAP: 19.9040%
[5559/10000] Instance: TSP100_5558, dim: 100, BKS: 7.8329, NN cost: 9.3791, GAP: 19.7402%
[5560/10000] Instance: TSP100_5559, dim: 100, BKS: 7.9900, NN cost: 10.0958, GAP: 26.3554%
[5561/10000] Instance: TSP100_5560, dim: 100, BKS: 7.6513, NN cost: 9.3662, GAP: 22.4130%
[5562/10000] Instance: TSP100_5561, dim: 100, BKS: 7.5537, NN cost: 9.7068, GAP: 28.5043%
[5563/10000] Instance: TSP100_5562, dim: 100, BKS: 7.8556, NN cost: 9.2896, GAP: 18.2540%
[5564/10000] Instance: TSP100_5563, dim: 100, BKS: 8.1070, NN cost: 11.0169, GAP: 35.8939%
[5565/10000] Instance: TSP100_5564, dim: 100, BKS: 7.5653, NN cost: 8.8834, GAP: 17.4224%
[5566/10000] Instance: TSP100_5565, dim: 100, BKS: 7.4205, NN cost: 9.8304, GAP: 32.4765%
[5567/10000] Instance: TSP100_5566, dim: 100, BKS: 7.5759, NN cost: 9.8080, GAP: 29.4639%
[5568/10000] Instance: TSP100_5567, dim: 100, BKS: 7.2757, NN cost: 8.3158, GAP: 14.2954%
[5569/10000] Instance: TSP100_5568, dim: 100, BKS: 7.8296, NN cost: 9.3313, GAP: 19.1788%
[5570/10000] Instance: TSP100_5569, dim: 100, BKS: 7.6823, NN cost: 8.8796, GAP: 15.5861%
[5571/10000] Instance: TSP100_5570, dim: 100, BKS: 7.8918, NN cost: 10.0563, GAP: 27.4261%
[5572/10000] Instance: TSP100_5571, dim: 100, BKS: 7.7863, NN cost: 10.0497, GAP: 29.0687%
[5573/10000] Instance: TSP100_5572, dim: 100, BKS: 7.4890, NN cost: 9.3868, GAP: 25.3416%
[5574/10000] Instance: TSP100_5573, dim: 100, BKS: 7.6283, NN cost: 9.2066, GAP: 20.6904%
[5575/10000] Instance: TSP100_5574, dim: 100, BKS: 7.5348, NN cost: 9.3478, GAP: 24.0613%
[5576/10000] Instance: TSP100_5575, dim: 100, BKS: 7.8098, NN cost: 8.8866, GAP: 13.7870%
[5577/10000] Instance: TSP100_5576, dim: 100, BKS: 7.7930, NN cost: 9.0783, GAP: 16.4920%
[5578/10000] Instance: TSP100_5577, dim: 100, BKS: 7.9640, NN cost: 9.9261, GAP: 24.6364%
[5579/10000] Instance: TSP100_5578, dim: 100, BKS: 7.9790, NN cost: 10.5998, GAP: 32.8466%
[5580/10000] Instance: TSP100_5579, dim: 100, BKS: 7.7095, NN cost: 9.6948, GAP: 25.7512%
[5581/10000] Instance: TSP100_5580, dim: 100, BKS: 7.4200, NN cost: 8.9701, GAP: 20.8908%
[5582/10000] Instance: TSP100_5581, dim: 100, BKS: 7.7388, NN cost: 9.9121, GAP: 28.0844%
[5583/10000] Instance: TSP100_5582, dim: 100, BKS: 7.7964, NN cost: 9.4083, GAP: 20.6750%
[5584/10000] Instance: TSP100_5583, dim: 100, BKS: 7.6899, NN cost: 10.1989, GAP: 32.6264%
[5585/10000] Instance: TSP100_5584, dim: 100, BKS: 7.9298, NN cost: 9.5981, GAP: 21.0383%
[5586/10000] Instance: TSP100_5585, dim: 100, BKS: 7.5013, NN cost: 8.7384, GAP: 16.4904%
[5587/10000] Instance: TSP100_5586, dim: 100, BKS: 7.8197, NN cost: 9.8692, GAP: 26.2085%
[5588/10000] Instance: TSP100_5587, dim: 100, BKS: 7.7277, NN cost: 8.9444, GAP: 15.7453%
[5589/10000] Instance: TSP100_5588, dim: 100, BKS: 7.6454, NN cost: 9.1646, GAP: 19.8709%
